run_id,timestamp,model,condition,accuracy,precision_macro,recall_macro,f1_macro,cluster_accuracy,cluster_top3_accuracy,cluster_gain,cluster_top3_gain,unknown_rate,n_examples,hard_negative_error_rate,ambiguous_accuracy,long_context_accuracy,ambiguous_examples,long_context_examples
eb760477,2026-05-24 17:55:58,flan_t5_large,guided,0.5766806722689075,0.5530430446111101,0.5673267326732674,0.5260190581674995,0.8382352941176471,0.6281512605042017,0.2615546218487395,0.0514705882352941,0.0598739495798319,952,0.0273109243697479,0.4985250737463126,0.5516074450084603,339.0,591.0
eb760477,2026-05-24 17:55:58,flan_t5_large,zero_shot,0.4558823529411764,0.4458069305513851,0.4356317774634606,0.3884857081841818,0.7205882352941176,0.5063025210084033,0.2647058823529412,0.0504201680672268,0.0819327731092437,952,0.01890756302521,0.336283185840708,0.4365482233502538,339.0,591.0
eb760477,2026-05-24 17:55:58,flan_t5_small,few_shot,0.0126050420168067,0.0199276272804945,0.0118811881188118,0.003848505151267,0.2909663865546218,0.0157563025210084,0.2783613445378151,0.0031512605042016,0.1701680672268907,952,0.0,0.0294985250737463,0.0169204737732656,339.0,591.0
eb760477,2026-05-24 17:55:58,flan_t5_small,guided,0.0105042016806722,0.0001248548562296,0.0099009900990099,0.000246600002466,0.3046218487394957,0.0136554621848739,0.2941176470588235,0.0031512605042016,0.167016806722689,952,0.0,0.0294985250737463,0.015228426395939,339.0,591.0
eb760477,2026-05-24 17:55:58,flan_t5_small,zero_shot,0.0115546218487394,0.0103041978405985,0.0108910891089108,0.004071835755004,0.0819327731092437,0.0136554621848739,0.0703781512605042,0.0021008403361344,0.7573529411764706,952,0.0,0.0265486725663716,0.015228426395939,339.0,591.0
e200b7df,2026-05-31 17:11:35,flan_t5_large,guided_shortlist,0.335,0.2613107822410148,0.2996124031007752,0.2621682922640515,0.4,0.37,0.065,0.0349999999999999,0.455,200,0.055,0.335,0.3315217391304347,200.0,184.0
e200b7df,2026-05-31 17:11:35,qwen2_5_0_5b_instruct,guided_shortlist,0.2,0.2926356589147286,0.1634366925064599,0.1894737045899836,0.265,0.235,0.065,0.0349999999999999,0.55,200,0.04,0.2,0.1793478260869565,200.0,184.0
e200b7df,2026-05-31 17:11:35,tinyllama_1_1b_chat,guided_shortlist,0.005,0.0232558139534883,0.003875968992248,0.0066445182724252,0.005,0.005,0.0,0.0,0.995,200,0.0,0.005,0.0054347826086956,200.0,184.0
48871eda,2026-05-31 18:12:24,flan_t5_large,few_shot,0.345,0.2827503891457379,0.3215116279069767,0.278266888150609,0.395,0.38,0.05,0.035,0.42,200,0.05,0.345,0.3423913043478261,200.0,184.0
48871eda,2026-05-31 18:12:24,flan_t5_large,guided,0.345,0.2827503891457379,0.3215116279069767,0.278266888150609,0.395,0.38,0.05,0.035,0.42,200,0.05,0.345,0.3423913043478261,200.0,184.0
48871eda,2026-05-31 18:12:24,qwen2_5_0_5b_instruct,few_shot,0.375,0.3724806201550387,0.3492248062015504,0.3156426600735046,0.495,0.44,0.12,0.065,0.255,200,0.09,0.375,0.3478260869565217,200.0,184.0
48871eda,2026-05-31 18:12:24,qwen2_5_0_5b_instruct,guided,0.375,0.3724806201550387,0.3492248062015504,0.3156426600735046,0.495,0.44,0.12,0.065,0.255,200,0.09,0.375,0.3478260869565217,200.0,184.0
48871eda,2026-05-31 18:12:24,tinyllama_1_1b_chat,few_shot,0.01,0.0232558139534883,0.0093023255813953,0.0132890365448504,0.01,0.01,0.0,0.0,0.99,200,0.0,0.01,0.0108695652173913,200.0,184.0
48871eda,2026-05-31 18:12:24,tinyllama_1_1b_chat,guided,0.01,0.0232558139534883,0.0093023255813953,0.0132890365448504,0.01,0.01,0.0,0.0,0.99,200,0.0,0.01,0.0108695652173913,200.0,184.0
01c44530,2026-05-31 18:16:54,flan_t5_large,few_shot,0.345,0.2827503891457379,0.3215116279069767,0.278266888150609,0.395,0.38,0.05,0.035,0.42,200,0.05,0.345,0.3423913043478261,200.0,184.0
01c44530,2026-05-31 18:16:54,flan_t5_large,guided,0.345,0.2827503891457379,0.3215116279069767,0.278266888150609,0.395,0.38,0.05,0.035,0.42,200,0.05,0.345,0.3423913043478261,200.0,184.0
01c44530,2026-05-31 18:16:54,qwen2_5_0_5b_instruct,few_shot,0.375,0.3724806201550387,0.3492248062015504,0.3156426600735046,0.495,0.44,0.12,0.065,0.255,200,0.09,0.375,0.3478260869565217,200.0,184.0
01c44530,2026-05-31 18:16:54,qwen2_5_0_5b_instruct,guided,0.375,0.3724806201550387,0.3492248062015504,0.3156426600735046,0.495,0.44,0.12,0.065,0.255,200,0.09,0.375,0.3478260869565217,200.0,184.0
01c44530,2026-05-31 18:16:54,tinyllama_1_1b_chat,few_shot,0.01,0.0232558139534883,0.0093023255813953,0.0132890365448504,0.01,0.01,0.0,0.0,0.99,200,0.0,0.01,0.0108695652173913,200.0,184.0
01c44530,2026-05-31 18:16:54,tinyllama_1_1b_chat,guided,0.01,0.0232558139534883,0.0093023255813953,0.0132890365448504,0.01,0.01,0.0,0.0,0.99,200,0.0,0.01,0.0108695652173913,200.0,184.0
850920e7,2026-06-01 00:26:38,flan_t5_large,dynamic_few_shot,0.04,0.0548172757475083,0.0387596899224806,0.0427847346451997,0.045,0.04,0.0049999999999999,0.0,0.945,200,0.0,0.04,0.0434782608695652,200.0,184.0
850920e7,2026-06-01 00:26:38,qwen2_5_0_5b_instruct,dynamic_few_shot,0.465,0.5012735326688815,0.4342654115909928,0.4131061445014933,0.55,0.51,0.085,0.0449999999999999,0.3,200,0.025,0.465,0.4456521739130434,200.0,184.0
46ecf75b,2026-06-01 10:14:39,flan_t5_large,dynamic_few_shot,0.04,0.0548172757475083,0.0387596899224806,0.0427847346451997,0.045,0.04,0.0049999999999999,0.0,0.945,200,0.0,0.04,0.0434782608695652,200.0,184.0
46ecf75b,2026-06-01 10:14:39,qwen2_5_0_5b_instruct,dynamic_few_shot,0.465,0.5012735326688815,0.4342654115909928,0.4131061445014933,0.55,0.51,0.085,0.0449999999999999,0.3,200,0.025,0.465,0.4456521739130434,200.0,184.0
3bdbe0b8,2026-06-01 11:01:44,flan_t5_large,dynamic_few_shot_lu_rerank,0.175,0.196084656084656,0.1393650793650793,0.1517441817441817,0.19,0.18,0.015,0.005,0.79,200,0.015,0.175,0.1793478260869565,200.0,184.0
3bdbe0b8,2026-06-01 11:01:44,qwen2_5_0_5b_instruct,dynamic_few_shot_lu_rerank,0.15,0.1327020202020202,0.0894675925925925,0.0851234799151465,0.38,0.27,0.23,0.12,0.06,200,0.02,0.15,0.1467391304347826,200.0,184.0
ac46f1ab,2026-06-01 11:17:54,supervised_lu_embedding_classifier,lu_constrained_logreg,0.9790575916230366,0.9759450171821304,0.9742268041237112,0.9711340206185568,0.9895287958115184,0.9895287958115184,0.0104712041884816,0.0104712041884816,0.0,191,0.0052356020942408,0.9726027397260274,0.9924242424242424,73.0,132.0
bbc8c7d8,2026-06-01 11:59:58,supervised_lu_embedding_classifier,lu_constrained_logreg,0.9790575916230366,0.9759450171821304,0.9742268041237112,0.9711340206185568,0.9895287958115184,0.9895287958115184,0.0104712041884816,0.0104712041884816,0.0,191,0.0052356020942408,0.9726027397260274,0.9924242424242424,73.0,132.0
b1568ba6,2026-06-01 12:21:08,supervised_lu_embedding_classifier,lu_constrained_logreg,0.9790575916230366,0.9759450171821304,0.9742268041237112,0.9711340206185568,0.9895287958115184,0.9895287958115184,0.0104712041884816,0.0104712041884816,0.0,191,0.0052356020942408,0.9726027397260274,0.9924242424242424,73.0,132.0
46bc1c78,2026-06-01 19:33:08,flan_t5_large,dynamic_few_shot,0.2300420168067226,0.4423613789950423,0.2176292629262926,0.259122684629229,0.2468487394957983,0.2384453781512605,0.0168067226890756,0.0084033613445378,0.7457983193277311,952,0.0105042016806722,0.1710914454277286,0.2419627749576988,339.0,591.0
46bc1c78,2026-06-01 19:33:08,flan_t5_large,guided,0.5525210084033614,0.6302232512912095,0.5299151343705799,0.5357237205379004,0.6355042016806722,0.5892857142857143,0.0829831932773108,0.0367647058823529,0.3161764705882353,952,0.0378151260504201,0.4011799410029498,0.5651438240270727,339.0,591.0
46bc1c78,2026-06-01 19:33:08,qwen2_5_0_5b_instruct,dynamic_few_shot,0.5903361344537815,0.699018726048429,0.5706034889203206,0.5728984891343198,0.7384453781512605,0.6218487394957983,0.148109243697479,0.0315126050420168,0.1050420168067226,952,0.0178571428571428,0.5781710914454278,0.5482233502538071,339.0,591.0
46bc1c78,2026-06-01 19:33:08,qwen2_5_0_5b_instruct,guided,0.4012605042016807,0.512951455167261,0.3938983184032689,0.3808211516085925,0.6428571428571429,0.4590336134453781,0.2415966386554622,0.0577731092436974,0.055672268907563,952,0.0294117647058823,0.3952802359882006,0.3925549915397631,339.0,591.0
5ef3092e,2026-06-02 10:36:16,flan_t5_large,guided,0.5525210084033614,0.6302232512912095,0.5299151343705799,0.5357237205379004,0.6355042016806722,0.5892857142857143,0.08298319327731085,0.03676470588235292,0.3161764705882353,952,0.037815126050420166,0.40117994100294985,0.5651438240270727,339.0,591.0
5ef3092e,2026-06-02 10:36:16,qwen2_5_0_5b_instruct,dynamic_few_shot,0.5903361344537815,0.699018726048429,0.5706034889203206,0.5728984891343198,0.7384453781512605,0.6218487394957983,0.14810924369747902,0.031512605042016806,0.10504201680672269,952,0.017857142857142856,0.5781710914454278,0.5482233502538071,339.0,591.0
5ef3092e,2026-06-02 10:36:16,qwen2_5_0_5b_instruct,guided,0.4012605042016807,0.512951455167261,0.39389831840326894,0.3808211516085925,0.6428571428571429,0.45903361344537813,0.24159663865546221,0.05777310924369744,0.05567226890756303,952,0.029411764705882353,0.3952802359882006,0.3925549915397631,339.0,591.0
